"FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","TARGET"
6.3,0.37,-0.83,25.3,0.257,313,346,1.02162,3.1,0.51,13.8,-1,7,"1",1.55645489487757
6.4,0.83,1.26,7.2,0.047,175,11,1.02012,3.11,0.6,14.5,-1,7,"2",2.97316734008755
2.1,-0.82,0.22,10,0.052,36,414,0.99696,3.08,0.46,9.6,1,7,"3",5.26196621166784
9.6,-0.33,0.52,2.3,-0.432,-78,25,0.97822,3.36,0.59,12.4,0,10,"2",3.34048796563782
6.4,0.27,0.32,4.5,0.24,582,572,0.9948,1.86,1.82,9.4,-1,7,"1",1.52686767100969
15.3,1.32,0.24,-29.2,0.521,-137,221,0.99502,3.16,0.38,14.5,0,8,"3",3.94649523009185
6.7,0.33,0.49,-8.4,0.534,-97,94,1.04098,3.11,0.97,11.4,-1,8,"1",1.4230957692621
9.3,0.35,-0.72,-32.6,0.026,46,444,1.0267,3.73,-0.96,12.3,-1,8,"1",1.47459349851673
6.5,-1.01,-0.67,-58.4,0.046,-194,201,0.96708,2.63,0.46,18.5,0,7,"2",3.89075241605693
6.6,1.335,0.6,22.4,-0.02,-75,-256,0.99732,3.35,0.54,8.9,-1,7,"1",1.45480355030421
-1.6,0.51,0.94,6.4,0.08,-262,-334,1.02218,3.27,0.19,11.3,1,10,"4",4.98156523103983
6.8,0.37,1.44,1.9,0.024,294,106,0.98993,4.59,0.6,16.5,1,7,"4",5.99141525658322
-13.5,0.7,0.13,3.85,0.497,105,154,0.99189,4.15,0.59,11.3,-2,7,"1",1.19414579502098
12.8,0.26,0.05,2,0.088,149,516,0.99081,3.33,0.61,18.2,1,7,"3",5.40683064784898
-2.8,1.62,1.18,-45.8,0.044,30,180,0.99098,2.98,-0.61,11.9,-1,5,"1",1.63185098486832
7,-0.61,1.54,14.6,0.381,227,737,0.9994,3.34,0.67,8.8,0,8,"2",3.50895786339294
7.1,0.735,0.16,1.9,0.1,15,189,0.98833,3.27,-0.65,9.3,-1,8,"3",3.10022028676064
8,0.01,1.5,17.2,-0.522,98,-11,0.9996,2.96,0.9,5.7,2,8,"3",6.39496942972889
16.7,0.21,0.28,4.6,0.309,40,199,0.9964,2.84,-0.09,10,0,6,"1",1.96375320950522
7,-0.89,-1.06,15.7,0.036,49,109,0.99119,0.76,1.51,7.2,0,8,"1",1.80708455093632
6.5,0.99,0.27,-84.4,-0.077,44,443,0.97994,1.66,0.61,9.4,-1,7,"3",3.24363385284599
7.7,1.54,1.94,2.8,0.046,60,-7,0.95938,3.08,1.35,13.4,0,9,"2",3.3958879750683
7.7,0.39,1.82,0.9,0.056,293,88,0.9998,3.27,1.5,15.7,0,8,"2",3.65943963308941
6,1.38,-1.13,15.5,-0.313,31,53,0.96671,3.43,0.44,9.4,0,7,"2",3.55272049952241
10.7,1.2,-0.38,14.9,0.039,47,730,1.0027,3.14,0.35,14,0,7,"3",4.16709961590806
6.9,0.28,0.4,8.2,0.036,15,95,1.01125,2.37,0.33,8.5,1,8,"1",2.26896805839265
14.1,1.52,-1,5.4,0.053,5,104,1.00923,3.3,-0.99,4.6,0,7,"2",3.36210145862715
7.8,1.5,0.22,1.4,-0.104,24,-157,0.99629,4.41,0.48,6,-1,8,"1",1.36724005885748
14.6,1.43,-1.06,2.5,-0.272,8,20,0.9992,2.74,0.82,10.3,1,13,"2",3.53207451919402
-2.9,0.24,0.19,46.6,0.048,-4,344,0.98742,3.1,0.71,9.7,1,8,"3",4.96186192433207
8.8,-0.82,-1.04,8.7,0.514,20,90,0.9835,2.87,0.14,17.3,0,8,"1",1.92846553839628
7.2,0.27,0.28,-31,0.188,205,394,0.96862,3.08,0.39,11,0,8,"2",3.53770779035268
7.2,0.25,0.78,14.4,0.055,70,-208,0.9986,3.12,0.38,9,1,8,"2",4.34261779605415
10.4,0.32,1.41,46.1,0.026,34,46,0.96433,2.09,0.35,18.6,0,8,"3",4.25511395471773
6.5,0.29,-1.27,3,0.036,38,93,0.9906,3.16,2.37,15.6,0,7,"1",1.95844702313871
12.7,-1.15,0.26,2,0.111,-34,60,1.02732,2.94,2.08,6.7,0,11,"1",1.60099418046704
12.5,-0.18,0.18,29.4,0.45,-170,-96,1.05323,3.06,0.5,3,0,7,"3",3.79065496264737
6.8,-1.81,1.39,37.5,-0.757,-194,245,0.94944,3.23,0.23,3.5,0,7,"1",1.92749450980278
7.2,0.27,1.84,8,0.044,-131,55,0.9964,3.71,-0.64,9.2,0,8,"2",3.44340024074031
6.6,0.24,0.45,-44.3,0.603,42,587,1.02475,3.56,0.47,8.6,0,7,"3",4.00395221750063
10.5,1.37,-0.61,49.3,-0.349,101,52,0.9937,2.99,-0.65,11.7,1,10,"2",4.03145477948234
-3.5,0.55,0.21,5.85,0.241,40,-68,0.95884,1.99,0.57,12.8,1,8,"1",2.31190089083586
0.9,1.55,-1.04,90.5,0.333,18,458,0.99215,2.93,-0.27,11,0,9,"2",3.23177502729193
-3.3,0.19,-0.37,-50.2,1.211,-48.5,158,0.9986,3.14,1.46,9.1,0,8,"2",3.30530290062542
6.3,0.62,-0.7,6.3,-0.272,49,152,1.02449,3.29,-1.14,17.1,-1,7,"1",1.60986547969187
6,0.26,-3.12,7,0.134,50,481,0.99591,4.16,1.99,15.2,0,6,"2",3.82258306345611
-2.3,0.47,0.32,34.5,0.009,187,131,0.9958,3.21,0.34,12.4,1,7,"1",2.41643636457634
5.2,-0.72,0.28,21.8,0.028,22,98,0.99072,3.94,0.37,8.3,1,7,"3",5.23173670715726
-1.7,0.26,0.21,16.2,0.528,263,523,0.998,3.02,0.5,9.8,-1,9,"1",1.38685496057353
5.5,1.74,0.23,14,-0.162,16,124,0.99437,3.26,0.38,11.5,0,6,"2",3.70294027228324
8,-1.01,0.36,2.4,0.46,191,333,1.01692,4.08,0.72,11.6,0,9,"1",1.80232288165068
2.6,1.19,0.21,5.1,-0.191,-37,182,0.97418,3.82,1.52,9.6,0,7,"2",3.55738045079901
10.8,0.28,0.29,1.6,0.052,231,262,0.9929,4.32,1.7,10.6,0,7,"3",4.17664947536399
-6.4,-0.3,-0.38,11.9,0.046,60,328,0.9932,3.24,0.66,16.4,0,8,"3",4.17222928698946
24.3,-0.54,0.24,19.95,0.074,32,174,0.99922,3.18,0.44,15.8,-1,7,"1",1.62245056192891
7.2,0.47,-0.35,10.1,0.083,298,182,0.91178,3,-0.66,22.4,-1,8,"2",3.21483986926519
6.1,0.16,0.78,1.2,0.209,7,-399,0.95218,4.42,-0.76,5,1,8,"3",4.92531572054125
7.8,0.26,1.75,56.5,0.045,21,-188,0.9931,1.93,0.98,10.3,0,9,"1",1.76008051947706
7.2,-0.14,-1.05,-118.2,0.59,237,63,0.98947,2.09,0.53,13.3,1,8,"3",5.05552728838802
12.8,0.16,0.27,47.5,0.109,-166,168,0.94332,4.29,0.37,5.9,-1,6,"2",2.8646604087486
6.9,1.5,-0.45,-43.7,0.059,36,174,0.99165,3.74,0.59,11,-1,8,"3",3.11145780137019
-12.4,-0.95,0.16,14.9,0.426,59,240,0.99902,2.22,0.45,8.9,1,8,"2",4.35788959466192
6.2,0.39,0.25,2.1,0.476,-44,-570,0.99174,2.69,1.95,-0.4,-2,7,"1",1.01860562938955
10.3,0.53,2.11,-31.5,0.063,6,25,1.04129,2.45,3.12,10.4,1,11,"2",3.83604198146531
6.4,0.09,0.32,1.4,0.602,124,67,0.992,2.74,0.41,11.4,-1,7,"1",1.51603721201298
17.4,1.56,0.66,2.9,0.679,63,-270,0.9993,3.85,0.34,12.5,0,7,"2",3.53223062990913
-1.1,0.61,-0.49,-56.1,0.037,-200,113,0.98779,3.12,0.23,25.1,1,7,"3",5.43077485173854
6.2,1.19,0.36,-1.7,0.822,116,9,0.96819,3.23,-0.32,4.9,2,7,"2",5.52298312387875
1.9,0.08,0.49,44.1,0.05,93,148,0.9945,3.46,0.44,10.9,-1,8,"1",1.46993380734241
5.9,0.51,-0.08,1.7,-0.067,13,31,0.99756,3.36,1.49,4.9,-1,8,"1",1.36750850517041
10.7,-0.33,0.37,39.4,-0.185,103,220,0.96373,3.62,0.65,11.5,0,11,"3",3.66897478580557
6.2,-0.595,0.89,-41.4,0.036,4,128,0.91703,3.4,1.99,12.2,0,7,"2",3.79364091594023
7.2,0.57,1.1,9.8,0.081,17,289,0.97338,3.38,-0.3,6.2,1,8,"3",4.92414626704098
7.2,0.39,2.09,11,0.047,41,178,0.9976,4.34,0.45,12.5,0,8,"2",3.55044988321568
5.8,-0.7,0.32,-3.9,0.024,28,455,1.00416,3.78,1.2,8.8,0,6,"3",4.30645104356875
7.2,1.82,0.18,-23.4,0.604,37,31,0.99761,3.39,0.72,9.6,1,8,"2",4.17097321178205
0,0.34,0.39,6.1,0.046,29,-103,0.9776,3.48,-0.05,10.7,-1,7,"1",1.52025906609459
-1,1.49,-0.51,12.1,-0.425,68,210,1.02003,3.05,0.24,12.3,-1,8,"1",1.45823316813597
6.5,0.26,0.28,-52.8,0.046,80,19,1.02783,3.18,-0.57,7.8,1,7,"3",5.11171137323002
10.1,-0.23,0.44,1.5,0.046,187,182,0.99455,2.74,0.52,12.3,1,7,"3",5.31829527542209
2.5,0.015,0.04,-54,0.464,48,111,0.9906,2.14,0.32,14.7,-1,7,"1",1.57083533037477
-10.3,1.47,0.31,14.5,0.045,-9,102,0.9986,4.15,-0.33,8.8,-1,8,"2",2.64961601587405
5.7,0.135,1.04,-91.8,0.042,19,695,1.04375,3.79,0.42,9.6,-1,6,"2",2.95766253368227
6.9,1.285,-2.97,-33.4,0.526,-212,63,0.94728,4.24,0.78,9.9,1,8,"2",4.18004371252553
6.1,-0.03,-0.52,30.9,-0.104,-11,45,0.92257,4.63,-0.83,16.8,-1,7,"1",1.6560396781203
5.8,-1,0.22,-52.1,0.055,42,206,1.03972,3.32,0.38,12.3,-1,6,"2",3.07852473887209
7.5,0.3,-0.08,6.55,0.063,-36,78,0.96887,3.4,3.17,11.1,1,8,"2",4.36696213040881
6.4,0.37,0.12,-26.6,0.056,6,91,1.00835,4.11,0.46,8.4,0,7,"1",1.86440316126794
6.8,2.01,0.22,-60.4,0.443,180,-344,1.02973,4.4,-0.65,15.7,1,8,"1",2.26155969414835
19.8,0.43,-0.8,-47.7,0.145,-49,120,0.9962,3.21,0.49,10.2,0,9,"1",1.74173479742505
9.7,0.2,1.61,1.2,-0.547,223,-89,0.9926,4.49,0.34,9.9,0,8,"2",3.5805266851082
5.6,0.86,1.37,0.9,0.557,7,140,0.94085,3.45,-2.82,14.8,1,7,"4",5.82783108574336
7.4,1.3,0.04,10.2,0.043,324,175,0.95357,2.98,-0.5,18.6,-1,6,"3",3.73614810053353
6.7,0.32,-2.12,33.4,0.031,31,376,0.98946,3.12,0.35,7.8,1,7,"3",5.08155371291866
6.5,-0.21,0.8,-4.6,-0.512,32,-144,0.981,2.13,0.5,9.2,0,7,"2",3.67414726690207
6.8,0.28,0.35,-44.3,0.042,16,200,0.97497,3.19,-2.23,12.4,0,7,"1",1.95126517361069
2.8,1.35,0.19,1.7,0.603,280,155,1.00241,3.32,1.67,12.6,2,6,"3",6.61775688872048
0.6,0.18,0.35,24,0.603,48,108,0.94096,2.4,-1.39,6.2,1,7,"3",5.09845317084838
-1.8,0.21,-1.29,51.8,-0.927,131,99,0.9927,3.26,0.33,3.6,0,8,"3",3.8645336479595
-8.7,0.22,-0.26,-35.7,-0.757,3,358,1.01045,3.13,0.44,12.9,-1,7,"1",1.57498170231928
6.6,-0.86,0.21,2.9,0.026,165,126,0.99089,3.22,0.38,11.3,-1,7,"1",1.56820898676474
7.2,-0.15,2.04,1.2,0.037,11,95,0.99382,2.96,0.36,16.4,1,8,"2",4.54316035356632
6.6,-0.27,0.28,23,-0.244,55,392,0.98692,3,0.52,12.5,0,7,"3",4.27587373457542
5.5,0.16,0.31,-23.7,0.026,-22,68,0.96909,4.49,0.44,11.63333333,-1,6,"2",3.04804156714298
7.2,0.16,0.26,7.1,0.054,209,27,0.9966,3.38,0.45,10.1,-1,8,"1",1.4642551542774
-4.3,2.01,0.09,57.2,0.697,190,-12,0.96757,3.22,0.72,13.9,-1,8,"1",1.45035308644368
10.3,2.93,2.03,2.2,1.199,79,-107,0.96734,3.16,1.69,9.7,0,11,"1",1.52431259976249
6.4,-1.24,0.3,37.6,-0.976,33,125,1.02555,3.03,-0.58,12.2,-1,7,"3",3.49718069640456
16.1,0.22,0.39,-27.4,0.463,434,-256,0.93916,2.66,1.49,11.2,-2,8,"1",1.19662356713387
-2.7,0.38,0.53,2.1,-0.572,-48,-245,0.99498,1.06,1.99,17.6,1,10,"2",4.18307624317186
18.1,0.4,0.36,1.3,0.034,32,509,0.99058,2.65,1.75,11.3,0,7,"3",4.15891440168612
-0.4,0.17,0.72,62.5,0.614,10,-167,1.01376,4.29,0.5,10,-1,6,"1",1.53050082459439
19.1,-0.4,-1.15,-42.1,0.048,35,-150,0.995,2.59,2.03,17.2,0,9,"1",1.85938806584631
7.6,-0.53,-0.64,12.7,0.465,-135,354,1.02839,3.16,-1.82,11.4,-2,8,"1",1.15593477495789
5.6,-0.72,-1.09,1.3,-0.146,199,457,0.9937,5.49,3.03,10,0,7,"1",1.94530998000308
-2.8,-1.04,1.67,4.2,-0.1,69,39,0.96628,2.75,0.74,12.8,0,6,"2",3.96421780011579
5.9,0.22,-0.62,32.6,0.362,-18,261,0.9483,2.78,1.82,10.8,1,6,"4",5.93131279756148
7.6,1.56,0.46,-100.4,0.409,6,-199,0.98039,3.64,-0.65,4.1,0,8,"1",1.70727450654225
3.9,0.3,1.97,35,0.038,105,200,1.0093,2.9,-1.02,9.5,1,7,"3",5.20164980875695
7.1,-0.88,1.02,55.2,-0.221,198,0,1.04307,3.24,-0.41,12.5,-1,8,"1",1.52241676981148
-2.8,-0.69,0.84,3.9,0.325,45,130,0.96321,3.31,0.85,14.65,0,6,"4",4.9672623907502
9,0.57,0.02,-58.6,0.077,18,-61,0.95226,2.75,0.62,7.8,0,8,"1",1.80456258088972
-2.7,0.21,2,-15.8,0.042,36,167,0.9456,2.1,-0.66,5.2,1,8,"2",4.36089749040923
15.3,0.2,0.36,2.8,0.41,292,-392,0.94001,2.91,0.38,12.6,-1,8,"2",2.87279433503412
-3.1,1.51,-0.35,1.6,0.628,191,131,0.94449,3.93,-0.64,10.5,0,8,"1",1.79825849666042
-6.5,0.36,1.42,-16.2,-0.159,58,135,1.04687,3.22,-0.82,11.6,1,8,"4",5.51700421944956
-3.8,1.96,-0.97,1.8,-0.188,12,-29,0.9977,3.5,0.7,9,-1,8,"2",2.63549365753793
9,0.54,0.5,0.1,0.048,26,-563,0.9918,2.54,0.34,12.4,0,10,"3",3.70164428757143
-5.2,0.19,0.35,1.5,0.037,-68,107,0.99006,3.18,0.68,12,0,7,"2",3.63423147709447
6.6,0.36,0.52,-25.9,-0.506,115,140,0.99628,3.07,1.04,3.9,1,7,"1",2.36920203409878
10.9,0.44,0.76,6.55,0.58,136,76,0.9734,3.73,0.22,12,-1,12,"3",2.74160429995103
11.6,0.56,0.3,12.8,0.271,221,454,0.9549,1.38,0.52,12.1,-1,7,"1",1.55250833279483
18.5,-0.83,0.34,-42.3,0.035,34,177,0.99692,4.09,0.46,2.4,-1,7,"1",1.42848895447784
11.3,0.22,0.39,1.1,0.038,21,149,1.01827,3.02,0.54,14.4,0,7,"3",4.22731590776677
6.2,-1.17,0.36,-32,0.045,249,180,1.00646,3.08,-0.4,4.9,1,7,"2",4.58769846227564
5.6,0.66,-0.32,3.3,0.087,3,11,0.96174,2.91,1.42,13.9,2,6,"1",3.12178780474081
-9.7,-0.33,0.34,-27.6,0.039,99,140,0.9959,3.02,-0.41,7.7,-1,8,"2",2.71988634661607
9.9,1.56,1.17,2.3,-0.04,16,23,0.9991,3.98,0.62,14.3,0,11,"2",3.12986784833907
9.9,0.95,-0.41,-16.2,0.087,220,220,1.00741,2.77,0.44,11.9,1,11,"3",4.43651932706549
6.2,0.78,0.26,-56.5,-0.192,-71,158,0.98828,3.52,-0.33,12.2,0,7,"2",3.65165195952688
3.9,0.7,-0.6,24.1,-0.067,266,115,0.97332,2.38,-2.82,10.9,0,7,"3",4.18544934191499
19.5,0.12,-0.68,-52.7,0.184,76,421,0.9952,3.97,0.42,13.4,0,8,"1",1.87856877655252
1.6,0.18,0.6,19.25,-0.213,38,167,1.02615,2.93,0.52,9.1,-2,7,"3",2.56459706186066
7.5,0.79,0.38,12.7,-0.297,451.5,592,0.99706,3.11,-0.36,10.4,2,8,"3",6.42685444142795
6.1,0.22,0.66,47.4,0.43,40,129,0.99193,5.98,1.8,10.9,2,7,"3",6.47820073979099
5.7,0.15,0.28,-26.6,0.045,240,151,1.01173,3.22,-0.07,11.2,-1,6,"1",1.59971284089191
6,0.24,0.49,5.8,0.053,204,216,0.9942,3.01,0.98,13.5,-1,7,"2",2.98842517382239
7.1,0.12,0.3,11,0.018,-152,16,1.01129,4.06,0.52,11.9,0,8,"3",3.97411627824461
4.8,0.33,1.13,-12.7,0.044,205,-173,0.987,2.44,-0.94,13.3,0,8,"3",4.10460583174865
7.1,0.23,0.24,-1.5,0.039,90,33,0.9948,3.23,0.28,9.2,0,8,"1",1.82050280104564
5.2,0.4,-0.4,4.6,0.425,8,-71,0.99567,2.73,2.86,9.1,0,8,"1",1.77224280102672
18.4,0.25,0.29,7.5,-0.072,-285,-223,0.98746,3.08,0.38,7.4,0,8,"1",1.77418975854014
-13.1,0.27,0.98,-58.5,0.02,11,-203,0.9436,3.32,1.34,12.6,-1,6,"1",1.62693600839277
-0.8,0.2,-1.57,63.8,0.031,127,77,0.9905,2.01,0.36,10.9,0,6,"3",4.27365663859449
7,0.15,1.68,5.8,-0.315,35,477,1.00583,3.22,0.42,14.9,1,8,"3",5.17690111872297
6.2,-0.85,0.43,2.6,0.036,37,92,0.94216,3.27,-0.44,11.5,1,7,"3",5.39862879302745
-0.1,-2.34,0.28,4.9,0.03,29,98,0.99024,4.22,0.58,12.8,0,7,"3",4.39176892224838
11.1,0.24,-0.15,-22.6,0.229,298,401,0.99545,3.23,0.52,9.3,0,7,"3",4.13125663307395
6.7,0.48,0.32,2.5,0.288,22,469,0.9889,4.29,1.1,17,2,8,"1",2.89984793514808
7.7,1.14,0.26,-44.4,0.089,23,560,1.01791,2.07,-1.01,7.7,1,9,"1",2.15110080139435
6.8,0.28,-0.51,22,0.048,-74,175,1.0252,2.95,0.68,8.7,1,7,"2",4.42360110663509
-0.3,-1.25,-0.63,5.6,0.042,2,-43,1.02977,3.15,1.78,9.9,0,7,"1",1.90746127806733
6.5,0.14,0.31,45.3,0.13,-154,528,1.02382,3.34,0.35,14.4,1,7,"4",5.73338451461062
6.2,0.24,1.48,4.6,-0.255,37,135,0.95625,3.2,-0.55,13.1,-1,7,"1",1.59589693045983
8.2,1.16,0.47,11.2,0.045,61,822,0.99592,3.12,0.77,9.5,-1,7,"2",2.81609581282533
7.5,1.28,0.34,3.5,0.023,-170,189,0.99489,3.42,0.58,10.1,-1,7,"1",1.47040333149208
7.6,-0.53,0.26,1.6,0.236,-198,88,0.95684,3.11,0.47,8,0,8,"1",1.81183252688178
6.4,1.31,0.98,1.8,0.505,14,-302,1.03839,2.96,0.66,9.9,1,7,"1",2.2856300763832
1.4,0.42,0.33,8.1,0.048,45,-43,0.95021,4,-0.5,9.3,0,7,"2",3.61685189649003
-0.9,-0.53,1.04,11.8,0.352,28,-306,0.99606,2.4,0.49,9.7,0,7,"2",3.59811775169425
7.6,-0.48,-1.74,15.8,-0.636,-132,89,0.96407,3.42,0.41,9.4,1,8,"2",4.44876842353768
10.9,0.335,-0.88,1.3,-0.352,293,168,0.99212,3.57,0.46,10.46666667,1,5,"3",5.71398214410451
11.2,-0.83,0.41,18.2,0.038,52,-37,0.90939,3.95,0.4,17.4,1,5,"4",6.65702895548929
15.8,-0.25,0.2,-6.2,0.057,-122,42,0.9949,3.2,-1.21,9.9,0,8,"3",3.97467957365394
6.7,0.2,0.24,-16.3,0.186,121,100,1.0069,3.12,-0.93,10.4,0,7,"1",1.90310078648516
8.1,2.44,0.8,53.3,0.045,-40,176,0.9954,2.22,0.55,13.4,-1,9,"3",3.00608103177885
4.4,0.15,-0.28,51.1,0.044,-10.5,493,0.94668,3.24,0.78,10.2,-1,7,"1",1.5243924155991
6.8,-0.41,0.35,7.8,0.881,164,155,0.99301,4,0.43,9.5,1,7,"2",4.50380009086649
6.6,3.01,0.3,-3.8,0.052,-232,140,0.9722,3.02,0.5,9.2,0,7,"1",1.78807487261292
-4.3,0.36,-0.6,13.55,0.306,44,-64,1.02043,2.97,0.66,11,0,7,"2",3.54043438642335
6,-0.49,0.39,55.5,-0.216,17,100,0.9957,4.03,1.03,6.9,-1,10,"3",2.86969240944271
12.1,1.25,0.42,-47.1,0.044,212,189,1.04311,3.22,0.48,11.3,-1,7,"3",3.2555859310419
6.1,0.34,0.21,5,-0.359,-53,300,0.99373,2.76,0.53,13.6,0,7,"1",1.95847986887701
7.2,1.55,0.36,82.2,0.382,68,-134,0.99922,4.24,0.76,6.3,-2,8,"1",1.05998507016827
7.7,-0.43,-0.18,-11.5,-0.107,36,461,0.98952,3.19,-0.26,11.5,1,8,"3",5.11297395241915
6.9,-0.32,0.91,2.4,0.546,-45,157,0.94244,3.49,1.75,12.3,0,8,"3",4.05678799801024
1.8,0.36,0.86,15,-0.05,-24,256,0.97439,1.54,0.64,8.6,1,9,"3",4.7805732090836
12.8,1.43,0.07,-14.9,0.235,17,565,0.991,2.94,0.34,14.5,1,8,"2",4.35045566589003
6.3,1.02,0,2,0.083,27,88,0.99437,3.59,-0.87,11.4,0,7,"1",1.89111478573969
6.6,-0.66,1.64,3.9,0.039,210,395,0.9915,2.81,1.76,10.9,0,7,"2",3.73295694544322
8.1,0.34,0.28,9.1,0.04,91,230,1.00408,3.14,0.63,15.1,-1,9,"1",1.46894316507323
6.4,-1.29,-0.82,60.5,0.041,18,126,1.03435,3.43,0.42,24.1,0,7,"3",4.59452457615097
0.5,-0.76,0.29,-24,0.046,-49,107,0.99123,3.15,0.46,6.3,0,8,"2",3.41880261055569
3.5,0.655,1.68,6.1,0.046,110,175,1.001,2.26,0.97,9.3,-1,10,"1",1.33137131550864
16,-0.4,1.87,65.7,0.036,38,195,0.9908,3.35,0.57,15.1,-1,7,"1",1.61860696713208
6,0.34,1.5,5.4,0.06,23,-220,0.96021,3.25,0.44,14,-1,7,"2",3.00857378579514
5.8,-0.15,0.31,7.5,0.307,-12,-166,0.9949,3.19,3.3,9.8,-1,6,"2",2.93960226012813
14.5,0.51,0.58,-42.2,0.049,481,135,0.99335,2.8,0.51,11.3,1,9,"3",4.92697714828533
5.9,0.89,0.28,3.2,0.035,150,117,1.02838,2.42,0.42,13.6,1,6,"3",5.38350560051933
5.6,-0.38,0.26,4.3,0.518,-66,97,1.03534,4.21,0.46,9.2,0,6,"2",3.65537596625982
7.6,0.74,0.29,19.3,0.169,36,493,1.02968,3.14,0.5,9,-1,7,"2",2.7756947335395
6.8,0.87,0.71,-103.5,-0.313,187,44,0.99784,3.27,-0.2,9.5,-1,8,"2",2.77259228755619
7.9,-0.25,0.42,-32.4,0.086,8,358,0.96662,3.78,0.36,11.4,-1,9,"1",1.44177360189876
13.9,0.67,0.31,5.4,0.052,47,150,0.9953,3.24,1.23,9.8,1,9,"1",2.19581348207999
6.6,0.5,-0.8,1.8,0.04,-90,-399,0.95463,3.25,1.66,10.7,0,7,"1",1.89056570593274
17.6,1.61,-2.89,26.7,0.015,-64,215,0.99538,3.27,2.86,14.1,1,7,"2",4.42037809695317
8.5,-0.46,0.56,69,0.377,47,169,1.00047,3.07,-0.91,13.1,1,9,"2",4.26379300968461
6.9,0.22,-0.74,-42.8,-0.348,-142,203,0.98145,3.25,0.77,8.8,0,8,"3",3.94169584954616
12,1.48,0.44,32.8,0.069,32,73,0.95281,4.19,0.57,5.9,-1,10,"2",2.42129075869464
12.1,-0.18,1.36,28.2,-0.431,103,8,1.03358,3.51,0.52,8.4,1,10,"4",5.15031742398876
7.3,0.24,-1.12,-57,0.287,487,-323,0.96838,2.24,-0.07,19.3,-1,8,"1",1.61982918860085
0.4,0.41,1.01,5.4,-0.414,33,115,0.98297,3.12,1.77,12.09333333,1,7,"2",4.63107905633599
17.1,1.22,0.3,43.4,0.049,38,-156,0.9963,3.19,0.2,2.7,2,8,"2",5.34176215214918
6.7,0.64,0.23,2.1,0.08,215,393,0.99538,2.43,0.93,8.1,-2,8,"1",1.1240855996058
6.1,-0.53,0.34,65.6,-0.594,31,188,0.99365,3.32,2.23,5.05,0,7,"3",4.07629518048476
6.1,0.17,-1.28,1.5,0.036,38,-31,1.00044,3.29,2.59,14.6,1,7,"3",5.22808073977679
7.8,1.09,0.26,8.9,0.132,42,-241,0.996,4.01,0.67,6.1,-1,8,"1",1.36851444497938
30.6,1.6,-0.94,8.1,0.521,-143,536,0.9775,2.19,0.3,14.5,1,9,"3",4.70240254203659
16,0.29,0.24,14.3,-0.164,-169,43,0.98942,1.65,-0.16,9,1,7,"1",2.36997051345497
-2.3,-1.29,0.3,12.8,-0.289,-102.5,137,0.9986,4.09,0.49,9.1,-1,8,"2",2.80050148779579
31.5,0.74,0.01,1.5,0.481,50,-243,0.9917,3.13,0.46,5.1,-1,9,"2",2.47585130109585
3.6,0.31,1.71,2.1,0.176,35,534,0.99642,3.87,0.44,9.1,2,7,"2",5.7193712895337
6.5,-0.76,-0.08,27.9,0.041,264,-42,1.00837,4.19,-3.07,10.5,0,7,"2",3.71253102211452
6.1,0.73,0.32,86.7,0.034,24,-188,0.9898,3.36,-1.2,11.8,1,7,"2",4.52238941444799
6.4,0.72,0.26,3.4,0.639,-363,146,0.9794,3.18,0.7,22.2,-2,7,"1",1.35181755512984
-1.2,0.5,0.33,68.3,0.037,32,-221,0.9951,3.39,-1.16,10.7,0,8,"1",1.82057743718731
19.2,0.33,0.56,2.8,0.44,6,17,0.9964,3.35,-0.8,16.9,0,10,"1",1.76159420912496
4.7,0.7,2.65,-47.9,0.056,56,502,0.98976,3.17,0.44,8.8,0,7,"3",4.11437132362185
7.9,0.29,-0.41,6.7,0.036,97,117,0.96108,3.12,0.42,16.2,1,9,"3",4.96800789533939
6,0.2,0.26,6.8,0.626,-133,93,0.94829,2.17,0.42,9.5,0,6,"4",4.64462893274442
-3.4,0.32,0.35,31.3,-0.551,-78,421,0.9912,3.36,1.22,6.1,-1,7,"4",3.49789629097965
5.2,1.51,-0.68,5.8,0.52,9,74,1.01646,3.28,0.53,7.2,-1,7,"1",1.39806574436365
7.2,0.26,-0.29,-4.8,0.404,-15,114,0.9966,3.23,0.9,10.5,0,8,"2",3.42231620243675
6.2,-0.41,0.25,44.1,0.301,114,105,0.9912,2.08,-0.11,11.1,0,7,"2",3.65063506694601
5.5,0.82,0.32,5.8,0.051,20,100,0.9959,3.17,0.49,11.2,-1,7,"3",3.27196730128295
14.7,1.15,0.63,2.3,-0.329,295,435,1.0004,3.16,2.02,9.5,-1,13,"1",1.20072166836386
4.4,-0.31,0.21,1,-0.161,67,313,1.02571,3.14,-2.55,11.8,-1,7,"1",1.55538784323226
5.9,3.15,0.05,-57.1,0.054,36,414,1.02885,3.43,-0.83,9.2,0,6,"2",3.5259788227952
0.6,1.48,1.69,-2.4,-0.054,90,-287,1.02604,4.2,-1.03,11.9,-1,9,"1",1.39781540842564
5.9,0.33,0.32,8.1,0.202,9,34,0.95922,4.27,0.36,16.6,1,7,"2",4.67767964387187
8.9,0.49,0.02,2.7,-0.389,-70,34,0.94611,4.34,1.89,9.2,-1,8,"2",2.76853456523232
